V1,V2,V3,V4,Class
-1.3971,3.3191,-1.3927,-1.9948,2
0.39012,-0.14279,-0.031994,0.35084,2
-1.6677,-7.1535,7.8929,0.96765,2
-3.8483,-12.8047,15.6824,-1.281,2
-3.5681,-8.213,10.083,0.96765,2
-2.2804,-0.30626,1.3347,1.3763,2
-1.7582,2.7397,-2.5323,-2.234,2
-0.89409,3.1991,-1.8219,-2.9452,2
0.3434,0.12415,-0.28733,0.14654,2
-0.9854,-6.661,5.8245,0.5461,2
-2.4115,-9.1359,9.3444,-0.65259,2
-1.5252,-6.2534,5.3524,0.59912,2
-0.61442,-0.091058,-0.31818,0.50214,2
-0.36506,2.8928,-3.6461,-3.0603,2
-5.9034,6.5679,0.67661,-6.6797,2
-1.8215,2.7521,-0.72261,-2.353,2
-0.77461,-1.8768,2.4023,1.1319,2
-1.8187,-9.0366,9.0162,-0.12243,2
-3.5801,-12.9309,13.1779,-2.5677,2
-1.8219,-6.8824,5.4681,0.057313,2
-0.3481,-0.38696,-0.47841,0.62627,2
0.47368,3.3605,-4.5064,-4.0431,2
-3.4083,4.8587,-0.76888,-4.8668,2
-1.6662,-0.30005,1.4238,0.024986,2
-2.0962,-7.1059,6.6188,-0.33708,2
-2.6685,-10.4519,9.1139,-1.7323,2
-0.47465,-4.3496,1.9901,0.7517,2
1.0552,1.1857,-2.6411,0.11033,2
1.1644,3.8095,-4.9408,-4.0909,2
-4.4779,7.3708,-0.31218,-6.7754,2
-2.7338,0.45523,2.4391,0.21766,2
-2.286,-5.4484,5.8039,0.88231,2
-1.6244,-6.3444,4.6575,0.16981,2
0.50813,0.47799,-1.9804,0.57714,2
1.6408,4.2503,-4.9023,-2.6621,2
0.81583,4.84,-5.2613,-6.0823,2
-5.4901,9.1048,-0.38758,-5.9763,2
-3.2238,2.7935,0.32274,-0.86078,2
-2.0631,-1.5147,1.219,0.44524,2
-0.91318,-2.0113,-0.19565,0.066365,2
0.6005,1.9327,-3.2888,-0.32415,2
0.91315,3.3377,-4.0557,-1.6741,2
-0.28015,3.0729,-3.3857,-2.9155,2
-3.6085,3.3253,-0.51954,-3.5737,2
-6.2003,8.6806,0.009134,-3.703,2
-4.2932,3.3419,0.77258,-0.99785,2
-3.0265,-0.062088,0.68604,-0.055186,2
-1.7015,-0.010356,-0.99337,-0.53104,2
-0.64326,2.4748,-2.9452,-1.0276,2
-0.86339,1.9348,-2.3729,-1.0897,2
-2.0659,1.0512,-0.46298,-1.0974,2
-2.1333,1.5685,-0.084261,-1.7453,2
-1.2568,-1.4733,2.8718,0.44653,2
-3.1128,-6.841,10.7402,-1.0172,2
-4.8554,-5.9037,10.9818,-0.82199,2
-2.588,3.8654,-0.3336,-1.2797,2
0.24394,1.4733,-1.4192,-0.58535,2
-1.5322,-5.0966,6.6779,0.17498,2
-4.0025,-13.4979,17.6772,-3.3202,2
-4.0173,-8.3123,12.4547,-1.4375,2
-3.0731,-0.53181,2.3877,0.77627,2
-1.979,3.2301,-1.3575,-2.5819,2
-0.4294,-0.14693,0.044265,-0.15605,2
-2.234,-7.0314,7.4936,0.61334,2
-4.211,-12.4736,14.9704,-1.3884,2
-3.8073,-8.0971,10.1772,0.65084,2
-2.5912,-0.10554,1.2798,1.0414,2
-2.2482,3.0915,-2.3969,-2.6711,2
-1.4427,3.2922,-1.9702,-3.4392,2
-0.39416,-0.020702,-0.066267,-0.44699,2
-1.522,-6.6383,5.7491,-0.10691,2
-2.8267,-9.0407,9.0694,-0.98233,2
-1.7263,-6.0237,5.2419,0.29524,2
-0.94255,0.039307,-0.24192,0.31593,2
-0.89569,3.0025,-3.6067,-3.4457,2
-6.2815,6.6651,0.52581,-7.0107,2
-2.3211,3.166,-1.0002,-2.7151,2
-1.3414,-2.0776,2.8093,0.60688,2
-2.258,-9.3263,9.3727,-0.85949,2
-3.8858,-12.8461,12.7957,-3.1353,2
-1.8969,-6.7893,5.2761,-0.32544,2
-0.52645,-0.24832,-0.45613,0.41938,2
0.009661,3.5612,-4.407,-4.4103,2
-3.8826,4.898,-0.92311,-5.0801,2
-2.1405,-0.16762,1.321,-0.20906,2
-2.4824,-7.3046,6.839,-0.59053,2
-2.9098,-10.0712,8.4156,-1.9948,2
-0.60975,-4.002,1.8471,0.6017,2
0.83625,1.1071,-2.4706,-0.062945,2
0.60731,3.9544,-4.772,-4.4853,2
-4.8861,7.0542,-0.17252,-6.959,2
-3.1366,0.42212,2.6225,-0.064238,2
-2.5754,-5.6574,6.103,0.65214,2
-1.8782,-6.5865,4.8486,-0.021566,2
0.24261,0.57318,-1.9402,0.44007,2
1.296,4.2855,-4.8457,-2.9013,2
0.25943,5.0097,-5.0394,-6.3862,2
-5.873,9.1752,-0.27448,-6.0422,2
-3.4605,2.6901,0.16165,-1.0224,2
-2.3797,-1.4402,1.1273,0.16076,2
-1.2424,-1.7175,-0.52553,-0.21036,2
0.20216,1.9182,-3.2828,-0.61768,2
0.59823,3.5012,-3.9795,-1.7841,2
-0.77995,3.2322,-3.282,-3.1004,2
-4.1409,3.4619,-0.47841,-3.8879,2
-6.5084,8.7696,0.23191,-3.937,2
-4.4996,3.4288,0.56265,-1.1672,2
-3.3125,0.10139,0.55323,-0.2957,2
-1.9423,0.3766,-1.2898,-0.82458,2
-0.75793,2.5349,-3.0464,-1.2629,2
-0.95403,1.9824,-2.3163,-1.1957,2
-2.2173,1.4671,-0.72689,-1.1724,2
-2.799,1.9679,-0.42357,-2.1125,2
-1.8629,-0.84841,2.5377,0.097399,2
-3.5916,-6.2285,10.2389,-1.1543,2
-5.1216,-5.3118,10.3846,-1.0612,2
-3.2854,4.0372,-0.45356,-1.8228,2
-0.56877,1.4174,-1.4252,-1.1246,2
-2.3518,-4.8359,6.6479,-0.060358,2
-4.4861,-13.2889,17.3087,-3.2194,2
-4.3876,-7.7267,11.9655,-1.4543,2
-3.3604,-0.32696,2.1324,0.6017,2
-1.0112,2.9984,-1.1664,-1.6185,2
0.030219,-1.0512,1.4024,0.77369,2
-1.6514,-8.4985,9.1122,1.2379,2
-3.2692,-12.7406,15.5573,-0.14182,2
-2.5701,-6.8452,8.9999,2.1353,2
-1.3066,0.25244,0.7623,1.7758,2
-1.6637,3.2881,-2.2701,-2.2224,2
-0.55008,2.8659,-1.6488,-2.4319,2
0.21431,-0.69529,0.87711,0.29653,2
-0.77288,-7.4473,6.492,0.36119,2
-1.8391,-9.0883,9.2416,-0.10432,2
-0.63298,-5.1277,4.5624,1.4797,2
0.004055,0.62905,-0.64121,0.75817,2
-0.28696,3.1784,-3.5767,-3.1896,2
-5.2406,6.6258,-0.19908,-6.8607,2
-1.4446,2.1438,-0.47241,-1.6677,2
-0.65767,-2.8018,3.7115,0.99739,2
-1.5449,-10.1498,9.6152,-1.2332,2
-2.8957,-12.0205,11.9149,-2.7552,2
-0.81479,-5.7381,4.3919,0.3211,2
0.50225,0.65388,-1.1793,0.39998,2
0.74521,3.6357,-4.4044,-4.1414,2
-2.9146,4.0537,-0.45699,-4.0327,2
-1.3907,-1.3781,2.3055,-0.021566,2
-1.786,-8.1157,7.0858,-1.2112,2
-1.7322,-9.2828,7.719,-1.7168,2
0.55298,-3.4619,1.7048,1.1008,2
2.031,1.852,-3.0121,0.003003,2
1.2279,4.0309,-4.6435,-3.9125,2
-4.2249,6.2699,0.15822,-5.5457,2
-2.5346,-0.77392,3.3602,0.00171,2
-1.749,-6.332,6.0987,0.14266,2
-0.539,-5.167,3.4399,0.052141,2
1.5631,0.89599,-1.9702,0.65472,2
2.3917,4.5565,-4.9888,-2.8987,2
0.89512,4.7738,-4.8431,-5.5909,2
-5.4808,8.1819,0.27818,-5.0323,2
-2.8833,1.7713,0.68946,-0.4638,2
-1.4174,-2.2535,1.518,0.61981,2
0.4283,-0.94981,-1.0731,0.3211,2
1.5904,2.2121,-3.1183,-0.11725,2
1.7425,3.6833,-4.0129,-1.7207,2
-0.23356,3.2405,-3.0669,-2.7784,2
-3.6227,3.9958,-0.35845,-3.9047,2
-6.1536,7.9295,0.61663,-3.2646,2
-3.9172,2.6652,0.78886,-0.7819,2
-2.2214,-0.23798,0.56008,0.05602,2
-0.49241,0.89392,-1.6283,-0.56854,2
0.26517,2.4066,-2.8416,-0.59958,2
-0.10234,1.8189,-2.2169,-0.56725,2
-1.6176,1.0926,-0.35502,-0.59958,2
-1.8448,1.254,0.27218,-1.0728,2
-1.2786,-2.4087,4.5735,0.47627,2
-2.902,-7.6563,11.8318,-0.84268,2
-4.3773,-5.5167,10.939,-0.4082,2
-2.0529,3.8385,-0.79544,-1.2138,2
0.18868,0.70148,-0.51182,0.005589,2
-1.7279,-6.841,8.9494,0.68058,2
-3.3793,-13.7731,17.9274,-2.0323,2
-3.1273,-7.1121,11.3897,-0.083634,2
-2.121,-0.05588,1.949,1.353,2
-1.7697,3.4329,-1.2144,-2.3789,2
-0.001285,0.13863,-0.19651,0.008175,2
-1.682,-6.8121,7.1398,1.3323,2
-3.4917,-12.1736,14.3689,-0.61639,2
-3.1158,-8.6289,10.4403,0.97153,2
-2.0891,-0.48422,1.704,1.7435,2
-1.6936,2.7852,-2.1835,-1.9276,2
-1.2846,3.2715,-1.7671,-3.2608,2
-0.092194,0.39315,-0.32846,-0.13794,2
-1.0292,-6.3879,5.5255,0.79955,2
-2.2083,-9.1069,8.9991,-0.28406,2
-1.0744,-6.3113,5.355,0.80472,2
-0.51003,-0.23591,0.020273,0.76334,2
-0.36372,3.0439,-3.4816,-2.7836,2
-6.3979,6.4479,1.0836,-6.6176,2
-2.2501,3.3129,-0.88369,-2.8974,2
-1.1859,-1.2519,2.2635,0.77239,2
-1.8076,-8.8131,8.7086,-0.21682,2
-3.3863,-12.9889,13.0545,-2.7202,2
-1.4106,-7.108,5.6454,0.31335,2
-0.21394,-0.68287,0.096532,1.1965,2
0.48797,3.5674,-4.3882,-3.8116,2
-3.8167,5.1401,-0.65063,-5.4306,2
-1.9555,0.20692,1.2473,-0.3707,2
-2.1786,-6.4479,6.0344,-0.20777,2
-2.3299,-9.9532,8.4756,-1.8733,2
0.00312,-4.0061,1.7956,0.91722,2
1.3518,1.0595,-2.3437,0.39998,2
1.2309,3.8923,-4.8277,-4.0069,2
-5.0301,7.5032,-0.13396,-7.5034,2
-3.0799,0.60836,2.7039,-0.23751,2
-2.2987,-5.227,5.63,0.91722,2
-1.239,-6.541,4.8151,-0.033204,2
0.75896,0.29176,-1.6506,0.83834,2
1.6799,4.2068,-4.5398,-2.3931,2
0.63655,5.2022,-5.2159,-6.1211,2
-6.0598,9.2952,-0.43642,-6.3694,2
-3.518,2.8763,0.1548,-1.2086,2
-2.0336,-1.4092,1.1582,0.36507,2
-0.69745,-1.7672,-0.34474,-0.12372,2
0.75108,1.9161,-3.1098,-0.20518,2
0.84546,3.4826,-3.6307,-1.3961,2
-0.55648,3.2136,-3.3085,-2.7965,2
-3.6817,3.2239,-0.69347,-3.4004,2
-6.7526,8.8172,-0.061983,-3.725,2
-4.577,3.4515,0.66719,-0.94742,2
-2.9883,0.31245,0.45041,0.068951,2
-1.4781,0.14277,-1.1622,-0.48579,2
-0.46651,2.3383,-2.9812,-1.0431,2
-0.8734,1.6533,-2.1964,-0.78061,2
-2.1234,1.1815,-0.55552,-0.81165,2
-2.3142,2.0838,-0.46813,-1.6767,2
-1.4233,-0.98912,2.3586,0.39481,2
-3.0866,-6.6362,10.5405,-0.89182,2
-4.7331,-6.1789,11.388,-1.0741,2
-2.8829,3.8964,-0.1888,-1.1672,2
-0.036127,1.525,-1.4089,-0.76121,2
-1.7104,-4.778,6.2109,0.3974,2
-3.8203,-13.0551,16.9583,-2.3052,2
-3.7181,-8.5089,12.363,-0.95518,2
-2.899,-0.60424,2.6045,1.3776,2
-0.98193,2.7956,-1.2341,-1.5668,2
-0.17296,-1.1816,1.3818,0.7336,2
-1.9409,-8.6848,9.155,0.94049,2
-3.5713,-12.4922,14.8881,-0.47027,2
-2.9915,-6.6258,8.6521,1.8198,2
-1.8483,0.31038,0.77344,1.4189,2
-2.2677,3.2964,-2.2563,-2.4642,2
-0.50816,2.868,-1.8108,-2.2612,2
0.14329,-1.0885,1.0039,0.48791,2
-0.90784,-7.9026,6.7807,0.34179,2
-2.0042,-9.3676,9.3333,-0.10303,2
-0.93587,-5.1008,4.5367,1.3866,2
-0.40804,0.54214,-0.52725,0.6586,2
-0.8172,3.3812,-3.6684,-3.456,2
-4.8392,6.6755,-0.24278,-6.5775,2
-1.2792,2.1376,-0.47584,-1.3974,2
-0.66008,-3.226,3.8058,1.1836,2
-1.7713,-10.7665,10.2184,-1.0043,2
-3.0061,-12.2377,11.9552,-2.1603,2
-1.1022,-5.8395,4.5641,0.68705,2
0.11806,0.39108,-0.98223,0.42843,2
0.11686,3.735,-4.4379,-4.3741,2
-2.7264,3.9213,-0.49212,-3.6371,2
-1.2369,-1.6906,2.518,0.51636,2
-1.8439,-8.6475,7.6796,-0.66682,2
-1.8554,-9.6035,7.7764,-0.97716,2
0.16358,-3.3584,1.3749,1.3569,2
1.5077,1.9596,-3.0584,-0.12243,2
0.67886,4.1199,-4.569,-4.1414,2
-3.9934,5.8333,0.54723,-4.9379,2
-2.3898,-0.78427,3.0141,0.76205,2
-1.7976,-6.7686,6.6753,0.89912,2
-0.70867,-5.5602,4.0483,0.903,2
1.0194,1.1029,-2.3,0.59395,2
1.7875,4.78,-5.1362,-3.2362,2
0.27331,4.8773,-4.9194,-5.8198,2
-5.1661,8.0433,0.044265,-4.4983,2
-2.7028,1.6327,0.83598,-0.091393,2
-1.4904,-2.2183,1.6054,0.89394,2
-0.014902,-1.0243,-0.94024,0.64955,2
0.88992,2.2638,-3.1046,-0.11855,2
1.0637,3.6957,-4.1594,-1.9379,2
-0.8471,3.1329,-3.0112,-2.9388,2
-3.9594,4.0289,-0.35845,-3.8957,2
-5.8818,7.6584,0.5558,-2.9155,2
-3.7747,2.5162,0.83341,-0.30993,2
-2.4198,-0.24418,0.70146,0.41809,2
-0.83535,0.80494,-1.6411,-0.19225,2
-0.30432,2.6528,-2.7756,-0.65647,2
-0.60254,1.7237,-2.1501,-0.77027,2
-2.1059,1.1815,-0.53324,-0.82716,2
-2.0441,1.2271,0.18564,-1.091,2
-1.5621,-2.2121,4.2591,0.27972,2
